Run [t/all]:
RUN_LOG exists, delete? [y/other]
Fri, 21 Jul 2017 17:06:15 +0800 RUN TIME 2
Fri, 21 Jul 2017 17:06:15 +0800 Start train...
TRAIN_PID:19770
Fri, 21 Jul 2017 17:06:15 +0800 Start eval...
EVAL_PID:19775
Fri, 21 Jul 2017 17:06:15 +0800 waiting train & eval: 19770, 19775
whether to open up a new training:(y/n)please choose times to train:whether to train all historical data:(y/n)the evaluate data has already exists!
whether to delete the old evaluate directory:(y/n)please choose times to eval:time 2: 11398
generating train data...
training...
2017-07-21 17:06:31.157167: step=10(10/1), loss=11.9260, acc=0.3906; 0.049 sec/batch)
2017-07-21 17:06:31.664036: step=20(20/1), loss=14.0909, acc=0.4375; 0.050 sec/batch)
2017-07-21 17:06:32.171198: step=30(30/1), loss=10.8606, acc=0.5156; 0.050 sec/batch)
2017-07-21 17:06:32.717114: step=40(40/1), loss=10.5738, acc=0.5781; 0.054 sec/batch)
2017-07-21 17:06:33.222311: step=50(50/1), loss=10.0564, acc=0.5312; 0.050 sec/batch)
2017-07-21 17:06:35.590671: step=60(60/1), loss=8.0290, acc=0.5938; 0.107 sec/batch)
2017-07-21 17:06:36.618106: step=70(70/1), loss=7.5178, acc=0.5781; 0.102 sec/batch)
2017-07-21 17:06:37.603590: step=80(80/1), loss=8.9239, acc=0.5938; 0.060 sec/batch)
2017-07-21 17:06:38.595665: step=90(90/1), loss=4.6298, acc=0.7344; 0.080 sec/batch)
2017-07-21 17:06:39.684021: step=100(100/1), loss=4.1139, acc=0.7188; 0.144 sec/batch)
2017-07-21 17:06:40.240364: step=110(110/1), loss=7.4121, acc=0.6250; 0.051 sec/batch)
2017-07-21 17:06:42.262417: step=120(120/1), loss=5.1141, acc=0.7500; 0.055 sec/batch)
2017-07-21 17:06:42.799625: step=130(130/1), loss=6.0179, acc=0.7812; 0.052 sec/batch)
2017-07-21 17:06:43.796433: step=140(140/1), loss=5.3003, acc=0.7188; 0.094 sec/batch)
2017-07-21 17:06:44.839718: step=150(150/1), loss=4.6514, acc=0.7031; 0.149 sec/batch)
2017-07-21 17:06:45.955935: step=160(160/1), loss=3.7456, acc=0.7188; 0.133 sec/batch)
2017-07-21 17:06:46.957987: step=170(170/1), loss=4.7998, acc=0.7656; 0.106 sec/batch)
2017-07-21 17:06:49.426586: step=180(1/2), loss=3.0499, acc=0.7969; 0.052 sec/batch)
2017-07-21 17:06:49.967711: step=190(11/2), loss=3.0979, acc=0.7969; 0.051 sec/batch)
2017-07-21 17:06:50.595792: step=200(21/2), loss=4.0401, acc=0.7188; 0.080 sec/batch)
2017-07-21 17:06:51.638085: step=210(31/2), loss=8.5146, acc=0.6094; 0.115 sec/batch)
2017-07-21 17:06:52.727867: step=220(41/2), loss=2.8396, acc=0.8438; 0.100 sec/batch)
2017-07-21 17:06:53.700921: step=230(51/2), loss=3.3880, acc=0.8281; 0.109 sec/batch)
2017-07-21 17:06:56.205085: step=240(61/2), loss=4.2190, acc=0.7344; 0.051 sec/batch)
2017-07-21 17:06:56.745834: step=250(71/2), loss=2.3058, acc=0.8750; 0.053 sec/batch)
2017-07-21 17:06:57.262965: step=260(81/2), loss=4.5769, acc=0.7656; 0.051 sec/batch)
2017-07-21 17:06:57.769576: step=270(91/2), loss=3.6041, acc=0.7500; 0.051 sec/batch)
2017-07-21 17:06:58.504273: step=280(101/2), loss=3.8408, acc=0.8281; 0.136 sec/batch)
2017-07-21 17:06:59.620639: step=290(111/2), loss=2.4951, acc=0.8125; 0.118 sec/batch)
2017-07-21 17:07:02.667807: step=300(121/2), loss=4.5078, acc=0.7188; 0.052 sec/batch)
2017-07-21 17:07:03.207418: step=310(131/2), loss=4.5200, acc=0.6875; 0.052 sec/batch)
2017-07-21 17:07:03.723674: step=320(141/2), loss=5.2003, acc=0.7344; 0.053 sec/batch)
2017-07-21 17:07:04.246683: step=330(151/2), loss=2.8079, acc=0.8281; 0.052 sec/batch)
2017-07-21 17:07:04.784244: step=340(161/2), loss=4.6679, acc=0.7656; 0.052 sec/batch)
2017-07-21 17:07:05.296634: step=350(171/2), loss=2.5159, acc=0.7969; 0.051 sec/batch)
2017-07-21 17:07:08.298653: step=360(2/3), loss=3.7032, acc=0.7656; 0.068 sec/batch)
2017-07-21 17:07:09.275547: step=370(12/3), loss=2.0901, acc=0.8750; 0.064 sec/batch)
2017-07-21 17:07:10.265717: step=380(22/3), loss=3.1488, acc=0.8125; 0.081 sec/batch)
2017-07-21 17:07:10.784157: step=390(32/3), loss=1.8537, acc=0.8594; 0.051 sec/batch)
2017-07-21 17:07:11.319899: step=400(42/3), loss=3.3408, acc=0.7656; 0.051 sec/batch)
2017-07-21 17:07:11.834766: step=410(52/3), loss=2.2699, acc=0.8594; 0.051 sec/batch)
2017-07-21 17:07:14.119036: step=420(62/3), loss=4.5569, acc=0.7656; 0.104 sec/batch)
2017-07-21 17:07:15.137113: step=430(72/3), loss=3.3692, acc=0.7812; 0.077 sec/batch)
2017-07-21 17:07:16.203497: step=440(82/3), loss=2.0970, acc=0.9062; 0.060 sec/batch)
2017-07-21 17:07:17.242500: step=450(92/3), loss=1.6323, acc=0.9062; 0.130 sec/batch)
2017-07-21 17:07:18.334083: step=460(102/3), loss=1.3868, acc=0.8750; 0.137 sec/batch)
2017-07-21 17:07:19.020440: step=470(112/3), loss=2.5969, acc=0.8281; 0.051 sec/batch)
2017-07-21 17:07:21.048712: step=480(122/3), loss=3.2884, acc=0.8125; 0.052 sec/batch)
2017-07-21 17:07:21.807663: step=490(132/3), loss=3.2800, acc=0.7812; 0.119 sec/batch)
2017-07-21 17:07:22.785467: step=500(142/3), loss=2.5895, acc=0.8281; 0.075 sec/batch)
2017-07-21 17:07:23.887195: step=510(152/3), loss=2.1171, acc=0.8750; 0.075 sec/batch)
2017-07-21 17:07:24.967231: step=520(162/3), loss=2.0831, acc=0.8906; 0.098 sec/batch)
2017-07-21 17:07:26.049341: step=530(172/3), loss=2.3282, acc=0.8750; 0.120 sec/batch)
2017-07-21 17:07:28.040837: step=540(3/4), loss=2.9367, acc=0.8750; 0.050 sec/batch)
2017-07-21 17:07:28.564944: step=550(13/4), loss=2.6504, acc=0.8906; 0.052 sec/batch)
2017-07-21 17:07:29.187779: step=560(23/4), loss=2.2923, acc=0.8906; 0.077 sec/batch)
2017-07-21 17:07:30.243053: step=570(33/4), loss=1.4183, acc=0.9219; 0.099 sec/batch)
2017-07-21 17:07:31.418316: step=580(43/4), loss=2.4782, acc=0.8438; 0.131 sec/batch)
2017-07-21 17:07:32.455413: step=590(53/4), loss=1.4602, acc=0.8906; 0.103 sec/batch)
2017-07-21 17:07:34.876679: step=600(63/4), loss=2.7419, acc=0.8281; 0.053 sec/batch)
2017-07-21 17:07:35.407965: step=610(73/4), loss=3.4119, acc=0.7344; 0.053 sec/batch)
2017-07-21 17:07:35.919087: step=620(83/4), loss=2.5674, acc=0.8906; 0.050 sec/batch)
