Run [t/all]:
Fri, 21 Jul 2017 20:47:41 +0800 RUN TIME 1
Fri, 21 Jul 2017 20:47:41 +0800 Start train...
TRAIN_PID:27274
Fri, 21 Jul 2017 20:47:41 +0800 Start eval...
EVAL_PID:27279
Fri, 21 Jul 2017 20:47:41 +0800 waiting train & eval: 27274, 27279
the evaluate data has already exists!
whether to delete the old evaluate directory:(y/n)please choose times to eval:whether to open up a new training:(y/n)please choose times to train:whether to train all historical data:(y/n)time 1: 12263
generating train data...
training...
2017-07-21 20:48:02.831272: step=10(10/1), loss=3.4898, acc=0.5469; 0.053 sec/batch)
2017-07-21 20:48:03.354531: step=20(20/1), loss=1.6893, acc=0.7500; 0.052 sec/batch)
2017-07-21 20:48:03.875055: step=30(30/1), loss=0.8733, acc=0.8594; 0.051 sec/batch)
2017-07-21 20:48:04.423377: step=40(40/1), loss=1.0040, acc=0.8438; 0.051 sec/batch)
2017-07-21 20:48:04.944624: step=50(50/1), loss=1.1653, acc=0.8594; 0.051 sec/batch)
2017-07-21 20:48:05.466710: step=60(60/1), loss=1.1603, acc=0.7188; 0.052 sec/batch)
2017-07-21 20:48:07.402299: step=70(70/1), loss=0.6516, acc=0.8750; 0.094 sec/batch)
2017-07-21 20:48:08.460754: step=80(80/1), loss=0.4094, acc=0.9219; 0.117 sec/batch)
2017-07-21 20:48:09.608024: step=90(90/1), loss=0.8678, acc=0.7969; 0.132 sec/batch)
2017-07-21 20:48:10.705633: step=100(100/1), loss=0.7818, acc=0.8438; 0.134 sec/batch)
2017-07-21 20:48:11.764260: step=110(110/1), loss=1.1044, acc=0.7969; 0.112 sec/batch)
2017-07-21 20:48:12.623445: step=120(120/1), loss=0.7370, acc=0.8906; 0.053 sec/batch)
2017-07-21 20:48:14.333781: step=130(130/1), loss=0.4963, acc=0.9062; 0.058 sec/batch)
2017-07-21 20:48:14.976468: step=140(140/1), loss=0.8252, acc=0.8281; 0.110 sec/batch)
2017-07-21 20:48:16.014970: step=150(150/1), loss=0.8322, acc=0.8750; 0.084 sec/batch)
